,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-972-47-3283-1,Gisela amarela,"Pott, Marisa, 1970-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3283-1
0,972-47-3399-8,<O >guardião das coisas pequenas,"Oro, Begoña",Texto,2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3399-9
0,978-972-47-3405-7,<O >dia em que mataram o rei,"Letria, José Jorge, 1951-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3405-7
0,978-972-47-3456-9,Livro com cheiro a baunilha,"Vieira, Alice, 1943-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3456-9
0,978-972-47-3514-6,<A >lesma constipada,"Santos, Bruno, 1960-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3514-6
0,978-972-47-3686-0,<A >criatura medonha,"Magalhães, Álvaro, 1951-",Texto,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3686-0
0,978-972-47-3779-9,"Lobos, raposa, leões e outros figurões","Parafita, Alexandre, 1956-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3779-9
0,978-972-47-3780-5,Bichos diversos em versos,"Viana, António Manuel Couto, 1923-2010",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3780-5
0,978-972-47-3781-2,Livro com cheiro a caramelo,"Vieira, Alice, 1943-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3781-2
0,978-972-47-3803-1,<A >charada da bicharada,"Vieira, Alice, 1943-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3803-1
0,978-972-47-3804-8,<Um >problema muito enorme,"Magalhães, Álvaro, 1951-",Texto,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3804-8
0,978-972-47-3807-9,Tu podes salvar o planeta,"Wines, Jacquie",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3807-9
0,978-972-47-3825-3,<As >artes,Ferrand,Universal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3825-3
0,978-972-47-3826-0,Países e bandeiras,Ferrand,Universal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3826-0
0,978-972-47-3827-7,Henriqueta,"Letria, José Jorge, 1951-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3827-7
0,978-972-47-3829-1,<O >meu livro de economia,"Neves, João César das, 1957-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3829-1
0,978-972-47-3830-7,Livro com cheiro a canela,"Vieira, Alice, 1943-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3830-7
0,978-972-47-3834-5,Galileu à luz de uma estrela,"Letria, José Jorge, 1951-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3834-5
0,978-972-47-3837-6,"Saber ser, saber estar","Andrade, Elisabete Vieira Canha de",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3837-6
0,978-972-47-3931-1,Grandes datas de Portugal (1096-2007),"Crasto, Ruben",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3931-1
0,978-972-47-3939-7,Anjos de pijama,"Araújo, Matilde Rosa, 1921-2010",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3939-7
0,978-972-47-3946-5,Chamem-lhes nomes!,"Santos, Margarida Fonseca, 1960-",Texto,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3946-5
0,978-972-47-3947-2,<O >dia em que o meu bairro ficou de pantanas,"Araújo, Rosário Alçada, 1973-",Texto,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3947-2
0,978-972-47-3948-9,"Rimas perfeitas, imperfeitas e mais-que-perfeitas","Vieira, Alice, 1943-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-3948-9
0,978-972-47-4022-5,Vamos a votos!,"Letria, José Jorge, 1951-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4022-5
0,978-972-47-4023-2,<O >meu livro de política,"Sampaio, Jorge, 1939-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4023-2
0,978-972-47-4028-7,Jovens com saúde,"Matos, Margarida Gaspar de, 1956-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4028-7
0,978-972-47-4051-5,"Esdrúxulas, graves e agudas, magrinhas e barrigudas","Fanha, José, 1951-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4051-5
0,978-972-47-4052-2,<As >consultas do dr. Serafim e a bronquite da senhora Adriana,"Araújo, Rosário Alçada, 1973-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4052-2
0,978-972-47-4053-9,<A >história das invenções,"Claybourne, Anna, 1969-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4053-9
0,978-972-47-4054-6,<A >história da pintura,"Wheatley, Abigail",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4054-6
0,978-972-47-4058-4,Machado dos Santos,"Letria, José Jorge, 1951-",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4058-4
0,978-972-47-4059-1,<O >domínio do dominó e outras histórias,"Santos, Margarida Fonseca, 1960-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4059-1
0,978-972-47-4062-1,Livro com cheiro a banana,"Vieira, Alice, 1943-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4062-1
0,978-972-47-4067-6,<A >zebra Zezé,"Ventura, Ana",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4067-6
0,978-972-47-4092-8,<O >dragão que queria ser violinista,"Villar Liébana, Luisa",Texto,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4092-8
0,978-972-47-4109-3,Grandes grandes questões,"Law, Stephen",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4109-3
0,978-972-47-4115-4,<O >que é isto da biologia?,"Maskel, Hazel",Texto Editores,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4115-4
0,978-972-47-4116-1,<O >que isto da química?,"Frith, Alex",Texto Editores,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4116-1
0,978-972-47-4124-6,Sexo e puberdade,"Spilsbury, Louise",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4124-6
0,978-972-47-4130-7,Pequenas histórias dos nomes dos países,"Dumaíne, David",Texto Editores,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4130-7
0,978-972-47-4143-7,<A >magia do círculo azul,"Letria, José Jorge, 1951-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4143-7
0,978-972-47-4154-3,Animais do mundo,"Lewis, Anthony",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4154-3
0,978-972-47-4155-0,<A >Primeira República Portuguesa,"Marques, A. H. de Oliveira, 1933-2007",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4155-0
0,978-972-47-4161-1,Versos de cacaracá,"Viana, António Manuel Couto, 1923-2010",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4161-1
0,978-972-47-4172-7,<A >história da ciência,"Claybourne, Anna, 1969-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4172-7
0,978-972-47-4173-4,<O >que é isto da física?,"Davies, Kate",Porto Editora,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4173-4
0,978-972-47-4177-2,Max e Achebiche,"Mota, António, 1957-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4177-2
0,978-972-47-4199-4,<A >história da astronomia e do espaço,"Stowell, Louie",Texto Editores,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4199-4
0,978-972-47-4200-7,<O >meu livro de música,"Almeida, António Vitorino de, 1940-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4200-7
0,978-972-47-4269-4,Vida e obra do Infante D. Henrique,"Nemésio, Vitorino, 1901-1978",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4269-4
0,978-972-47-4271-7,"Portugal, anos 10","Carneiro, Roberto, 1947-",Texto,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4271-7
0,978-972-47-4276-2,Colectivos de animais e outros mais,"Letria, José Jorge, 1951-",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4276-2
0,978-972-47-4285-4,Portugal para miúdos,"Letria, José Jorge, 1951-",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4285-4
0,978-972-47-4300-4,<O >rei da bola,"Letria, José Jorge, 1951-",Texto,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4300-4
0,978-972-47-4322-6,Expressões com história,"Vieira, Alice, 1943-",Texto,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4322-6
0,978-972-47-4340-0,<O >que é isto da matemática?,"Frith, Alex",Texto,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4340-0
0,978-972-47-4438-4,<A >gincana da ilha verde,,,,
0,978-972-47-4449-0,Isabel de Aragão Rainha Santa,"Nemésio, Vitorino, 1901-1978",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4449-0
0,978-972-47-4471-1,"Fotografia, som e cinema","Pupo, João F.",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4471-1
0,978-972-47-4476-6,Mais vale tarde do que nunca,"Ferreira, Maria da Conceição Galveia, 1963-",Texto,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4476-6
0,978-972-47-4491-9,Grandes chefes da história de Portugal,"Almeida, José de",Texto,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4491-9
0,978-972-47-4524-4,Noite,"Wiesel, Elie, 1928-2016",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4524-4
0,978-972-47-4531-2,Não descartes estas ideias,"Hayden, Gary",Texto,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4531-2
0,978-972-47-4633-3,Três contos de Guerra Junqueiro,"Junqueiro, Guerra, 1850-1923",Texto,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4633-3
0,978-972-47-4635-7,Três contos de Andersen,"Andersen, Hans Christian, 1805-1875",Texto,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4635-7
0,978-972-47-4703-3,Assim se faz!,"Slavin, Bill, 1959-",Texto Editora,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4703-3
0,978-972-47-4963-1,Bebé animais,,,,
0,978-972-47-4965-5,Bebé cores,"Sirett, Dawn",Texto,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4965-5
0,978-972-47-4966-2,Bebé mééé! mééé!,"Sirett, Dawn",Texto,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4966-2
0,978-972-47-4967-9,<Os >incríveis dinossauros gigantes,"Greewood, Marie",Texto,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4967-9
0,978-972-47-4979-2,Brincar às escondidas!,"Sirett, Dawn",Texto,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4979-2
0,978-972-47-4980-8,Primeiras palavras!,"Davis, Sarah",Texto,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-4980-8
0,978-972-47-5004-0,<As >incríveis criaturas do mar gigantes,"Greenwood, Marie",Texto,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5004-0
0,978-972-47-5007-1,100 pessoas que fizeram história,"Gilliland, Ben",Texto,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5007-1
0,978-972-47-5013-2,Enciclopédia dos porquês,"Antunes, Dina",Texto,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5013-2
0,978-972-47-5038-5,Esse cabelo,"Almeida, Djaimilia Pereira de, 1982-",Teorema,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5038-5
0,978-972-47-5049-1,Primeiras palavras,"Sirett, Dawn",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5049-1
0,978-972-47-5050-7,Cores,"Sirett, Dawn",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5050-7
0,978-972-47-5051-4,"Parabéns, Sophie!","Sirett, Dawn",Texto Editores,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5051-4
0,978-972-47-5052-1,Bébé ,"Sirett, Dawn",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5052-1
0,978-972-47-5060-6,<O >dia da Sophie ;,"Sirett, Dawn",Texto Editora,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5060-6
0,978-972-47-5086-6,Não se pode morar nos olhos de um gato,"Carvalho, Ana Margarida de, 1969-",Teorema,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5086-6
0,978-972-47-5099-6,Cucu com sons! Chap! chap!,"Sirett, Dawn",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5099-6
0,978-972-47-5116-0,Diário de um adolescente na Lisboa de 1910,"Vieira, Alice, 1943-",Texto,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-47-5116-0
0,978-972-47-4535-0,<A >primeira invasão de Portugal,"Buttery, David",Texto,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-474-535-0
0,978-972-53-0058-9,Ciência a brincar,"Providência, Constança",Bizâncio,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0058-9
0,978-972-53-0126-5,<O >pequeno livro da astronomia,"Ferreira, Máximo",Bizâncio,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0126-5
0,978-972-53-0275-0,Nelson Mandela,"Lang, Jack, 1939-",Bizâncio,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0275-0
0,978-972-53-0285-9,Mundos paralelos,"Kaku, Michio",Bizâncio,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0285-9
0,972-53-0299-0,<O >mercador da galáxia,"Costa, Pedro Freire, 1950-",Bizâncio,2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0299-6
0,978-972-53-0357-3,Descobre as plantas!,"Reis, Catarina Schreck Carmo dos, 1974-",Bizâncio,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0357-3
0,978-972-53-0358-0,Descobre o som!,"Simões, Carlota Isabel Leitão Pires, 1964-",Bizâncio,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0358-0
0,978-972-53-0390-0,Ciência a brincar 8,"Providência, Constança",Bizâncio,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0390-0
0,978-972-53-0391-7,Descobre a vida,"Araújo, Sofia Jorge",Bizâncio,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0391-7
0,978-972-53-0464-8,Ciência a brincar 10,"Alveirinho, Dolores",Bizâncio,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0464-8
0,978-972-53-0480-8,<A >física do futuro,"Kaku, Michio",Bizâncio,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0480-8
0,978-972-53-0481-5,<Os >filhos da droga,"F., Christiane",Bizâncio,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0481-5
0,978-972-53-0537-9,<O >cerco de Leninegrado,"Jones, Michael",Bizâncio,2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0537-9
0,978-972-53-0543-0,<O >futuro da mente,"Kaku, Michio",Bizâncio,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0543-0
0,978-972-53-0560-7,<A >vida secreta dos materiais,"Miodownik, Mark, 1969-",Bizâncio,2015,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0560-7
0,978-972-53-0574-4,Crónicas do mercador da galáxia,"Costa, Pedro Freire, 1950-",Bizâncio,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0574-4
0,978-972-53-0580--5,Hiperespaço,"Kaku, Michio",Bizâncio,2016,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0580-5
0,978-972-53-0589-8,<O >livro com sono,"Ramadier, Cédric, 1968-",Bizâncio,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0589-8
0,978-972-53-0590-4,<O >livro zangado,"Ramadier, Cédric, 1968-",Bizâncio,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0590-4
0,978-972-53-0591-1,Porque tem a arte tanta gente nua?,"Hodge, Susie",Bizâncio,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0591-1
0,978-972-53-0593-5,Como desenhar animais uma galinha,"Sénac, Jean-Vicente",Bizâncio,2017,http://urn.bn.pt/isbn/mods/xml?id=978-972-53-0593-5
0,978-972-53-0548-5,Na montanha de Hitler,"Hunt, Irmgard Albine, 1934-",Bizâncio,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-530 -548-5
0,978-972-553-255-3,<A >panela mágica,"Pace, David",Verbo,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-553-255-3
0,978-972-553-259-1,<O >Gato das Botas,"Curless, Allan",E.V.,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-553-259-1
0,978-972-553-262-1,Pedro e o lobo,"Hook, Richard",Verbo,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-553-262-1
0,978-972-56-8638-6,<Os >comboios vão para o purgatório,"Rivera Letelier, Hernán, 1950-",Babel,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-56-8638-6
0,978-972-562-350-3,<A >divina comédia de Dante,"Braga, Manuel Marques, 1877-1964",Sá da Costa,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-562-350-3
0,978-972-562-359-6,<A >Eneida de Virgílio,"Barros, João de, 1881-1960",Sá da Costa,cop. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-562-359-6
0,978-972-562-372-5,Viagens de Gulliver,"Barros, João de, 1881-1960",Sá da Costa,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-562-372-5
0,978-972-562-373-2,<O >Caramuru,"Durão, José de Santa Rita, O.E.S.A., 1722-1784,",Sá da Costa,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-562-373-2
0,978-972-562-364-0,<Os >animais não se devem vestir!,"Barrett, Judi",Sá da Costa,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-5623-64-0
0,978-972-564-713-4,<O >amor de Pedro e Inês,"Marques, Vanda Furtado, 1968-",Quetzal,D.L. 2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-713-4
0,978-972-564-740-0,Manhã submersa,"Ferreira, Vergílio, 1916-1996",Quetzal,cop. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-740-0
0,978-972-564-741-7,Para sempre,"Ferreira, Vergílio, 1916-1996",Quetzal,D.L. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-741-7
0,978-972-564-771-4,366 Poemas que falam de amor,"Moura, Vasco Graça, 1942-2014",Quetzal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-771-4
0,978-972-564-772-1,Na Patagónia,"Chatwin, Bruce, 1940-1989",Quetzal,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-772-1
0,978-972-564-791-2,Em nome da terra,"Ferreira, Vergílio, 1916-1996",Quetzal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-791-2
0,978-972-564-801-8,Contos,"Ferreira, Vergílio, 1916-1996",Quetzal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-801-8
0,978-972-564-814-8,Ernestina,"Carvalho, J. Rentes de, 1930-",Quetzal,2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-814-8
0,978-972-564-816-2,2666,"Bolãno, Roberto, 1953-2003",Quetzal,imp. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-816-2
0,978-972-564-824-7,<O >sítio das coisas selvagens,"Eggers, Dave, 1970-",Quetzal,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-824-7
0,978-972-564-840-7,"Leão, o Africano","Maalouf, Amin, 1949-",Quetzal,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-840-7
0,978-972-564-881-0,<O >velho expresso da Patagónia,"Theroux, Paul, 1941-",Quetzal,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-881-0
0,978-972-564-882-7,Zeitoun,"Eggers, Dave, 1970-",Quetzal,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-882-7
0,978-972-564-896-4,Carta ao futuro,"Ferreira, Vergílio, 1916-1996",Quetzal,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-896-4
0,978-972-564-899-5,Livro,"Peixoto, José Luís, 1974-",Quetzal,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-899-5
0,978-972-564-905-3,<O >vice-rei de Ajudá,"Chatwin, Bruce, 1940-1989",Quetzal,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-905-3
0,978-972-564-916-9,<La >coca,"Carvalho, J. Rentes de, 1930-",Quetzal,imp. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-916-9
0,978-972-564-919-0,<O >sonho do Celta,"Vargas Llosa, Mário, 1936-",Quetzal,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-919-0
0,978-972-564-936-7,Abraço,"Peixoto, José Luís, 1974-",Quetzal,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-936-7
0,978-972-564-971-8,Poesia reunida,"Guimarães, João Luís Barreto, 1967-",Quetzal,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-971-8
0,978-972-564-974-9,À espera no centeio,"Salinger, J. D., 1919-2010",Quetzal,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-974-9
0,978-972-564-976-3,<A >curva do rio,"Naipaul, V. S., 1932-2018",Quetzal,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-976-3
0,978-972-564-978-7,Breviário das más inclinações,"Direitinho, José Riço, 1965-",Quetzal,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-978-7
0,978-972-564-993-0,<O >livro de areia,"Borges, Jorge Luís, 1899-1986",Quetzal,cop. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-564-993-0
0,978-972-564-843-8,Danúbio,"Magris, Claudio, 1939-",Quetzal,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-564843-8
0,978-972-568-625-6,<O >americano tranquilo,"Greene, Graham, 1904-1991",Ulisseia,imp. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-625-6
0,978-972-568-632-4,Contos do insólito,"Maupassant, Guy de, 1850-1893",Babel,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-632-4
0,978-972-56-8634-8,<A >fábrica da noite,"Clemente, Cláudia, 1970-",Ulisseia,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-634-8
0,978-972-568-657-7,Novelas exemplares,"Cervantes, Miguel de, 1547-1616",Ulisseia,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-657-7
0,978-972-568-671-3,<Os >armários vazios,"Carvalho, Maria Judite de, 1921-1998",Babel,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-671-3
0,978-972-56-8685-0,Memórias de Adriano seguido de apontamentos sobre as Memórias de Adriano,"Yourcenar, Marguerite, pseud.",Ulisseia,cop. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-568-685-0
0,978-972-570-260-4,Crimes quase perfeitos,"Conrad, Hy",Replicação,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-570-260-4
0,978-972-570-273-4,Quebra-cabeças sobre matemática,"Edmiston, Margaret C.",Replicação,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-570-273-4
0,978-972-570-369-4,Policiais de resolução rápida,"Smith, Stan",Replicação,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-570-369-4
0,978-972-576-514-2,Alice entre as gravuras,"Rodari, Gianni, 1920-1980",Dinalivro,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-514-2
0,978-972-576-524-1,Fernando Pessoa dito por Sinde Filipe,"Pessoa, Fernando, 1888-1935",Dinalivro,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-524-1
0,978-972-576-559-3,Era uma vez um rei que teve um sonho,"Leitão, Leonoreta",Dinalivro,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-559-3
0,978-972-576-561-6,Alexandre O'Neill dito por Sinde Filipe,"O'Neill, Alexandre, 1924-1986",Dinalivro,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-561-6
0,978-972-576-587-6,Salada de flores,"Botelho, Fernanda, 1959-",Dinalivro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-587-6
0,978-972-576-589-0,Sabor de Maboque,"Braga, Dulce, 1958-",Dinalivro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-589-0
0,978-972-576-595-1,Tanuki Bombom na cidade dos cangurus,"Castelar, Paula",Dinalivro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-595-1
0,978-972-576-596-8,Sementes à solta,"Botelho, Fernanda, 1959-",Dinalivro,2011,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-596-8
0,978-972-576-623-1,Hortas aromáticas,"Botelho, Fernanda, 1959-",Dinalivro,cop. 2013,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-623-1
0,978-972-576-643-9,Cesário Verde dito por Sinde Filipe,"Verde, Cesário, 1855-1886",Dinalivro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-972-576-643-9
0,978-972-603-485-8,<O >trigo dos pardais,"Mateus, Isabel Maria Fidalgo, 1969-",s.n.],2009,http://urn.bn.pt/isbn/mods/xml?id=978-972-603-485-8
0,978-972-608-189-0,Mil novecentos e oitenta e quatro,"Orwell, George, pseud.",Antígona,2007,http://urn.bn.pt/isbn/mods/xml?id=978-972-608-189-0
0,978-972-608-200-2,<Os >ventos e outros contos,"Welty, Eudora, 1909-2001",Antígona,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-608-200-2
0,978-972-608-226-2,Manual para incendiários e outras crónicas,"Patraquim, Luís Carlos, 1953-",Antígona,2012,http://urn.bn.pt/isbn/mods/xml?id=978-972-608226-2
0,978-972-61075-0-7,"História com reis, rainhas, bobos, bombeiros e galinhas","Pina, Manuel António, 1943-2012",Campo das Letras,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-61075-0-7
0,978-972-627-559-6,<Os >Lusíadas em prosa,"Pais, Amélia Pinto, 1943-2012",Areal,2008,http://urn.bn.pt/isbn/mods/xml?id=978-972-627-559-6
0,978-972-659-459-8,Luta pela taça,"Van Gemert, Gerard",Educação Nacional,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-659-459-8
0,978-972-659-518-2,<A >fada Rosa e o amigo ternurento,"Bloom, Kate",Editora Educação Nacional,2010,http://urn.bn.pt/isbn/mods/xml?id=978-972-659-518-2
0,978-972-661-207-0,E viu a terra inteira de repente...,"Queirós, Fernando Ramiro",Figueirinhas,2006,http://urn.bn.pt/isbn/mods/xml?id=978-972-661-207-0
